nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 274016481,42.7594,-21.0042,4.0,0,,,,,3,17.7,ok
TIC 250410255,30.9187,-4.1039,4.04,0,,,,,2,15.5,ok
TIC 140692280,73.7973,-74.9365,4.05,0,,,,,42,9.1,ok
TIC 40716679,78.4397,-67.1851,4.1,0,,,,,37,8.5,ok
TIC 343813545,49.8418,3.3707,4.11,0,,,,,2,2.5,ok
TIC 141280255,82.9737,-76.3396,4.11,0,,,,,42,8.7,ok
TIC 177179102,104.9603,-67.9151,4.13,0,,,,,43,8.4,ok
TIC 439903801,45.2121,-2.8786,4.15,0,,,,,2,2.2,ok
TIC 206475263,57.3995,-52.0798,4.16,0,,,,,5,5.2,ok
TIC 167088607,95.6599,-69.9839,4.18,0,,,,,40,8.6,ok
TIC 92251085,49.5922,-22.511,4.19,0,,,,,2,2.3,ok
TIC 381949122,76.3775,-57.4721,4.22,0,,,,,45,10.9,ok
TIC 77263680,70.1396,-41.8642,4.24,0,,,,,5,5.6,ok
TIC 358466601,119.0776,-60.5264,4.25,0,,,,,22,9.1,ok
TIC 49822087,47.8282,-3.8117,4.26,0,,,,,2,2.3,ok
TIC 422890556,37.8755,2.2671,4.26,0,,,,,4,3.9,ok
TIC 64031281,37.6367,-22.5455,4.28,0,,,,,3,3.9,ok
TIC 260605873,97.3684,-56.8526,4.29,0,,,,,44,9.5,ok
TIC 121089827,57.1486,-20.9031,4.33,0,,,,,2,2.4,ok
TIC 140121699,57.685,-38.9817,4.33,0,,,,,3,3.7,ok
TIC 308844962,122.2511,-61.304,4.33,0,,,,,19,9.6,ok
TIC 66604391,38.0215,-15.2454,4.33,0,,,,,3,3.8,ok
TIC 441152806,41.0305,-13.8588,4.35,0,,,,,2,3.3,ok
TIC 382198789,81.5803,-58.9123,4.36,0,,,,,43,9.2,ok
TIC 197831580,54.4357,-55.3963,4.36,0,,,,,9,9.6,ok
TIC 44737391,60.8706,-24.4603,4.39,0,,,,,?,0.8,erreur
TIC 279049424,49.5947,-0.9306,4.4,0,,,,,2,2.9,ok
TIC 4674183,38.6779,-7.8598,4.41,0,,,,,2,3.0,ok
TIC 38680734,65.4731,-63.3855,4.43,0,,,,,45,9.6,ok
TIC 406478187,53.4472,-21.633,4.43,0,,,,,2,2.3,ok
TIC 152590034,64.8201,-44.2681,4.46,0,,,,,4,4.6,ok
TIC 4746245,39.8919,-11.8733,4.46,0,,,,,2,2.3,ok
TIC 166713077,55.792,-31.0193,4.47,0,,,,,1,1.5,ok
TIC 270678026,87.7217,-52.1092,4.5,0,,,,,17,9.6,ok
TIC 278202079,111.4082,-79.0942,4.5,0,,,,,23,10.0,ok
TIC 140123264,57.8604,-40.0858,4.51,0,,,,,3,3.8,ok
TIC 141332108,45.6764,-7.6855,4.52,0,,29.3,rejete,variabilite_continue;eclipse_secondaire;compagnon_trop_gros_6.8Rjup,2,4.2,ok
TIC 382630542,118.6226,-61.8716,4.52,0,,,,,27,9.2,ok
TIC 408131298,34.5358,-14.1336,4.52,0,,,,,3,4.4,ok
TIC 306829961,121.9823,-68.6169,4.53,0,,,,,38,9.5,ok
TIC 49906447,49.0907,-5.7306,4.53,0,,,,,2,3.5,ok
TIC 152477624,62.7121,-41.9932,4.55,0,,,,,3,3.3,ok
TIC 381925942,76.2524,-54.4074,4.55,0,,,,,21,10.4,ok
TIC 97508002,44.5243,-23.6058,4.55,0,,,,,3,5.0,ok
TIC 167126852,96.3693,-69.6892,4.55,0,,,,,42,10.5,ok
TIC 141810080,92.5628,-74.7542,4.56,0,,,,,45,9.8,ok
TIC 328161938,39.8708,0.3285,4.57,0,,,,,2,2.4,ok
TIC 237340839,60.0648,-51.5649,4.6,0,,,,,5,5.3,ok
TIC 178154701,42.6684,-35.6762,4.61,0,,,,,5,5.3,ok
TIC 365423635,48.1098,6.6609,4.61,0,,,,,7,7.2,ok
TIC 349647610,112.2143,-64.5099,4.62,0,,,,,44,9.4,ok
TIC 259477845,70.6932,-50.4811,4.62,0,,,,,8,9.3,ok
TIC 38574220,63.7023,-62.1913,4.64,0,,,,,42,9.4,ok
TIC 142108949,99.4239,-77.5384,4.65,0,,,,,42,10.1,ok
TIC 9887662,48.9584,-8.8195,4.66,0,,,,,2,2.5,ok
TIC 142889216,51.8898,-35.6813,4.67,0,,,,,3,3.7,ok
TIC 49845357,48.1946,-1.1965,4.68,0,,,,,2,2.3,ok
TIC 38699658,66.272,-61.238,4.68,0,,,,,44,9.2,ok
TIC 279342892,35.6368,-23.8165,4.69,0,,,,,4,4.5,ok
TIC 350094361,115.137,-64.3233,4.69,0,,,,,44,9.4,ok
TIC 295071039,72.6836,-69.8314,4.7,0,,,,,43,10.2,ok
TIC 260972404,75.0547,-78.3001,4.7,0,,,,,36,9.7,ok
TIC 350563801,86.8056,-54.3607,4.72,0,,,,,32,9.3,ok
TIC 251095345,38.0392,-1.035,4.72,0,,,,,2,2.4,ok
TIC 1034389,34.2465,-6.4226,4.73,0,,,,,3,3.7,ok
TIC 38759751,66.9417,-62.5212,4.75,0,,,,,43,9.3,ok
TIC 229075874,63.2001,-23.8212,4.75,0,,,,,4,4.2,ok
TIC 161636895,75.7587,-42.498,4.76,0,,,,,6,6.5,ok
TIC 144598569,53.1111,-25.6585,4.76,0,,,,,1,1.5,ok
TIC 38828538,68.3902,-62.8238,4.76,0,,,,,42,9.2,ok
TIC 122541607,39.0385,-30.045,4.77,0,,,,,4,4.4,ok
TIC 166762393,56.9836,-30.1691,4.77,0,,,,,2,2.4,ok
TIC 44678216,59.9812,-24.0162,4.79,0,,,,,3,3.2,ok
TIC 64144847,40.4895,-22.6062,4.8,0,,,,,3,3.7,ok
TIC 92281021,50.3499,-23.6353,4.81,0,,,,,2,2.4,ok
TIC 12546791,52.004,-11.2869,4.82,0,,,,,2,2.3,ok
TIC 153798602,67.0394,-41.9599,4.82,0,,,,,5,6.2,ok
TIC 220424200,72.2698,-56.6665,4.83,0,,,,,29,10.0,ok
TIC 260372062,95.4197,-56.3624,4.84,0,,,,,41,9.3,ok
TIC 146731630,45.7329,-46.975,4.85,0,,,,,4,4.4,ok
TIC 326262576,43.3976,-22.3767,4.85,0,,,,,3,3.7,ok
TIC 153066978,49.3607,-47.7515,4.85,0,,,,,5,5.4,ok
TIC 382424067,52.072,-57.8823,4.86,0,,,,,9,8.7,ok
TIC 122542393,39.1924,-35.8289,4.87,0,,,,,5,5.3,ok
TIC 260507093,96.7671,-58.0022,4.88,0,,,,,43,9.3,ok
TIC 89240397,58.4281,-24.6122,4.88,0,,,,,2,2.3,ok
TIC 101139453,58.3892,-46.8938,4.89,0,,,,,3,3.7,ok
TIC 279484350,58.7443,-14.906,4.89,0,,,,,3,3.5,ok
TIC 368630202,39.1458,7.7299,4.89,0,,,,,6,5.6,ok
TIC 423398081,31.5239,-10.2126,4.89,0,,,,,3,3.6,ok
TIC 382577618,118.4767,-60.5836,4.9,0,,,,,21,8.9,ok
TIC 65416379,41.0923,-29.2065,4.9,0,,,,,5,5.2,ok
TIC 363913149,89.3099,-53.4257,4.91,0,,,,,29,9.2,ok
TIC 354552931,82.5397,-47.0784,4.91,0,,,,,7,6.8,ok
TIC 343828487,50.2787,3.6755,4.92,0,,,,,2,2.4,ok
TIC 140143506,58.5964,-40.357,4.93,0,,,,,3,3.7,ok
TIC 293972244,106.7,-58.3809,4.95,0,,,,,42,9.0,ok
TIC 167572319,101.3553,-65.0442,4.95,0,,,,,39,8.8,ok
TIC 141326842,45.484,-9.9615,4.96,0,,,,,2,2.5,ok
TIC 63958035,36.6473,-20.0421,4.96,0,,,,,3,3.7,ok
TIC 13883466,73.7283,-39.6285,4.96,0,,,,,5,5.6,ok
TIC 300244770,109.8113,-67.1873,4.96,0,,,,,43,9.5,ok
TIC 101039305,56.3162,-47.3595,4.96,0,,,,,5,6.2,ok
TIC 44737687,60.8911,-25.848,4.97,0,,,,,3,3.2,ok
TIC 257636561,63.399,-40.3576,4.98,0,,,,,4,4.1,ok
TIC 64106729,39.6392,-20.4565,4.98,0,,,,,3,3.7,ok
TIC 141308550,45.2923,-7.6634,4.99,0,,,,,2,2.2,ok
TIC 301558151,54.7546,-5.6273,5.0,0,,,,,2,2.3,ok
TIC 308395911,120.0832,-63.5674,5.01,0,,,,,28,9.1,ok
TIC 219405754,78.4722,-52.0308,5.01,0,,,,,14,9.3,ok
TIC 168727902,62.5142,-34.4975,5.02,0,,,,,3,3.2,ok
TIC 215336148,42.776,-40.9632,5.03,0,,,,,5,5.4,ok
TIC 387609912,44.9288,8.9073,5.03,0,,,,,7,6.3,ok
TIC 49898808,48.6506,-2.3327,5.03,0,,,,,2,2.2,ok
TIC 237934406,59.0175,-63.4635,5.03,0,,,,,29,9.2,ok
TIC 350298145,83.7614,-58.8711,5.04,0,,,,,44,8.9,ok
TIC 408130113,35.5071,-10.7779,5.04,0,,,,,3,3.6,ok
TIC 200723490,47.6137,-48.7342,5.04,0,,,,,4,4.0,ok
TIC 260131665,92.5746,-54.9686,5.04,0,,,,,43,9.1,ok
TIC 140074174,57.3395,-36.0925,5.05,0,,,,,1,1.4,ok
TIC 65291439,38.4613,-28.2324,5.06,0,,,,,4,4.4,ok
TIC 319258493,59.9975,-61.8948,5.07,0,,,,,23,9.1,ok
TIC 407588360,47.7049,10.0058,5.07,0,,,,,7,6.7,ok
TIC 65479645,42.4621,-24.561,5.08,0,,,,,3,3.7,ok
TIC 318785484,40.2826,6.0723,5.08,0,,,,,5,4.7,ok
TIC 77288515,70.5148,-37.1433,5.08,0,,,,,5,5.5,ok
TIC 257643750,71.4807,-39.3568,5.08,0,,,,,5,5.6,ok
