nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 243279536,288.4796,57.7046,4.01,0,,,,,36,9.1,ok
TIC 236155561,313.4744,33.4381,4.03,0,,,,,3,3.1,ok
TIC 237084695,307.396,62.994,4.05,0,,,,,16,9.4,ok
TIC 289129191,314.5681,22.3259,4.05,0,,,,,4,4.0,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,8.5,ok
TIC 165602000,316.7584,38.7699,4.06,0,,,,,7,6.2,ok
TIC 303084582,320.2704,7.3544,4.06,0,,,,,2,2.2,ok
TIC 364170026,316.8869,-0.1639,4.07,0,,,,,2,2.2,ok
TIC 184306673,296.0698,37.3546,4.08,0,,,,,8,7.3,ok
TIC 167407697,319.354,39.3947,4.1,0,,,,,7,6.1,ok
TIC 441804568,265.4848,72.1472,4.12,0,,,,,39,8.5,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,8.3,ok
TIC 330288964,326.5182,22.9489,4.12,0,,,,,3,3.1,ok
TIC 293286234,316.1445,5.5029,4.12,0,,,,,2,2.2,ok
TIC 202882298,304.4771,34.0903,4.12,0,,,,,7,6.4,ok
TIC 84850558,310.8646,15.0743,4.13,0,,48.6,rejete,variabilite_continue;eclipse_secondaire;compagnon_trop_gros_5.3Rjup,3,5.7,ok
TIC 48307527,283.3064,50.7081,4.13,0,,,,,11,8.8,ok
TIC 35405122,315.6467,-9.9955,4.14,0,,,,,2,2.2,ok
TIC 356822358,275.189,71.338,4.14,0,,,,,40,8.4,ok
TIC 351295818,300.34,50.1047,4.14,0,,,,,12,9.6,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,8.5,ok
TIC 250256512,321.3206,-3.5572,4.16,0,,,,,3,3.0,ok
TIC 117146835,319.4796,34.8969,4.16,0,,,,,5,4.8,ok
TIC 27014182,294.1105,50.2228,4.17,0,,,,,13,9.7,ok
