nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 366633108,332.4525,72.3412,4.0,0,,,,,14,12.5,ok
TIC 269511338,350.6356,60.1335,4.01,0,,,,,8,9.3,ok
TIC 243279536,288.4795,57.7046,4.01,0,,,,,36,10.9,ok
TIC 157364190,238.1729,42.4558,4.03,0,,,,,5,5.6,ok
TIC 346000914,356.758,57.4513,4.04,0,,,,,8,8.9,ok
TIC 198309589,230.6557,39.5814,4.05,0,,,,,6,30.6,ok
TIC 229667767,244.935,46.3136,4.05,0,,,,,7,7.8,ok
TIC 237084695,307.396,62.994,4.05,0,,,,,16,12.1,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,11.4,ok
TIC 422656102,349.6572,68.1115,4.07,0,,,,,9,10.7,ok
TIC 157966796,218.6715,29.746,4.09,0,,,,,3,3.8,ok
TIC 334487469,330.9511,64.6286,4.1,0,,,,,8,9.2,ok
TIC 441804568,265.4848,72.147,4.12,0,,,,,39,10.9,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,10.9,ok
TIC 265186608,349.849,62.7398,4.12,0,,,,,?,0.4,erreur
TIC 168708816,214.0941,46.0894,4.12,0,,,,,6,6.2,ok
TIC 356822358,275.189,71.338,4.14,0,,,,,40,11.2,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,12.0,ok
TIC 138252706,220.3056,31.5722,4.16,0,,,,,4,4.9,ok
TIC 459256246,231.5715,34.3364,4.16,0,,,,,5,5.2,ok
TIC 450348475,219.8162,32.5395,4.16,0,,,,,4,4.6,ok
TIC 144438547,207.7885,34.664,4.18,0,,,,,3,3.3,ok
TIC 236982345,305.2981,63.9802,4.18,0,,,,,21,11.5,ok
TIC 233798897,303.3502,56.5683,4.18,0,,,,,13,11.8,ok
TIC 219895046,262.9909,68.1359,4.19,0,,,,,36,11.6,ok
TIC 427550855,345.8874,67.2093,4.19,0,,,,,9,10.8,ok
TIC 357390132,218.6646,49.3687,4.19,0,,,,,6,6.8,ok
TIC 399788684,278.1438,57.0455,4.21,0,,,,,40,11.6,ok
TIC 243337598,290.0671,57.6452,4.21,0,,,,,30,11.6,ok
TIC 199634926,250.7329,54.9036,4.22,0,,,,,?,0.4,erreur
TIC 233647389,228.5432,42.1713,4.24,0,,,,,6,6.2,ok
TIC 252756054,348.1384,49.4069,4.25,0,,,,,5,5.9,ok
TIC 158579411,222.8585,59.2949,4.25,0,,,,,8,9.1,ok
TIC 421448572,314.8564,59.4387,4.26,0,,,,,10,11.8,ok
TIC 274221477,249.6356,48.8622,4.29,0,,,,,7,7.6,ok
TIC 284359863,287.9195,56.8595,4.29,0,,,,,34,11.3,ok
TIC 467335635,325.7659,72.3198,4.29,0,,,,,15,11.5,ok
TIC 366558961,332.0683,72.7684,4.29,0,,,,,14,11.7,ok
TIC 321553685,235.3595,38.5572,4.29,0,,,,,5,5.3,ok
TIC 219480018,242.1922,44.9351,4.3,0,,,,,6,6.8,ok
TIC 355927841,218.129,55.3979,4.3,0,,,,,8,9.4,ok
TIC 341441461,325.1628,54.3246,4.32,0,,,,,8,10.0,ok
