nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 243279536,288.4795,57.7046,4.01,0,,,,,36,10.4,ok
TIC 115788788,275.0369,-15.832,4.05,0,,,,,3,3.1,ok
TIC 168466436,275.2169,3.3772,4.05,0,,,,,1,1.5,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,9.8,ok
TIC 30255157,288.8539,30.5262,4.07,0,,,,,7,6.7,ok
TIC 121085912,287.055,39.1549,4.1,0,,,,,8,8.5,ok
TIC 120422800,285.0794,40.6839,4.11,0,,,,,8,7.9,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,9.4,ok
TIC 441804568,265.4848,72.147,4.12,0,,,,,39,9.5,ok
TIC 48307527,283.3064,50.708,4.13,0,,,,,11,9.8,ok
TIC 308175494,267.2047,25.6226,4.13,0,,,,,3,2.7,ok
TIC 159740890,268.3252,40.0083,4.13,0,,,,,7,7.4,ok
TIC 193872669,269.9842,45.5011,4.13,0,,,,,9,8.7,ok
TIC 42195905,286.2417,31.7435,4.13,0,,,,,8,7.3,ok
TIC 58711856,290.1379,-5.4155,4.13,0,,,,,2,2.1,ok
TIC 356822358,275.189,71.338,4.14,0,,,,,40,9.5,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,10.1,ok
TIC 156974847,275.7048,17.8267,4.15,0,,,,,4,4.2,ok
TIC 198838018,284.9402,26.2303,4.17,0,,,,,7,6.5,ok
TIC 219895046,262.9909,68.1359,4.19,0,,,,,36,9.7,ok
TIC 6798785,288.3148,-12.2828,4.19,0,,,,,3,2.9,ok
TIC 336130142,281.1934,37.6053,4.19,0,,,,,7,7.0,ok
TIC 332626441,271.8697,43.4615,4.2,0,,,,,9,8.7,ok
TIC 460004366,265.6178,24.5633,4.21,0,,,,,4,3.9,ok
TIC 399788684,278.1438,57.0455,4.21,0,,,,,40,9.7,ok
TIC 243337598,290.0671,57.6452,4.21,0,,,,,30,10.9,ok
TIC 199634926,250.7329,54.9035,4.22,0,,,,,20,9.7,ok
TIC 182552791,289.6355,1.0852,4.22,0,,,,,2,2.1,ok
TIC 316675759,264.0892,27.5662,4.23,0,,,,,6,5.3,ok
TIC 123446661,282.2826,47.5156,4.25,0,,,,,12,9.7,ok
TIC 104572330,270.1219,-3.6906,4.25,0,,,,,1,1.5,ok
TIC 3480663,290.1029,-10.5604,4.25,0,,,,,3,3.4,ok
TIC 99582420,283.6207,10.6324,4.26,0,,,,,2,2.4,ok
TIC 424429431,270.3749,21.5956,4.28,0,,,,,4,3.9,ok
TIC 348147249,281.7559,18.1823,4.28,0,,,,,4,4.5,ok
TIC 284359863,287.9195,56.8595,4.29,0,,,,,34,9.2,ok
TIC 42105634,286.2431,30.7332,4.3,0,,,,,7,6.5,ok
TIC 198639604,271.6977,43.4517,4.31,0,,,,,10,9.7,ok
TIC 379826635,279.9882,9.9724,4.31,0,,,,,1,1.5,ok
TIC 218725368,278.7603,-10.9772,4.33,0,,,,,2,2.2,ok
TIC 382768604,270.4384,1.305,4.33,0,,,,,1,1.3,ok
TIC 230080609,245.4526,69.1093,4.34,0,,,,,41,9.3,ok
TIC 18272971,264.9896,31.2025,4.34,0,,,,,6,5.6,ok
TIC 233195546,264.2379,68.7602,4.34,0,,,,,39,9.4,ok
TIC 324770356,268.1474,1.3049,4.35,0,,,,,1,1.4,ok
TIC 413990427,282.5835,-7.9077,4.35,0,,,,,1,1.4,ok
TIC 104330381,269.9031,-4.8217,4.35,0,,,,,1,1.7,ok
TIC 321601892,264.1572,48.5861,4.35,0,,,,,10,9.1,ok
TIC 188694034,260.4392,53.4204,4.36,0,,,,,24,9.3,ok
TIC 415067067,276.7202,3.9136,4.37,0,,,,,1,1.4,ok
TIC 199612990,249.5019,56.016,4.37,0,,,,,21,8.9,ok
TIC 197291088,280.0015,-7.791,4.37,0,,,,,1,1.4,ok
TIC 162499828,280.5685,-9.0525,4.38,0,,,,,1,1.5,ok
TIC 403387957,286.2405,-4.0316,4.39,0,,,,,2,2.1,ok
TIC 237282609,299.9018,76.481,4.4,0,,,,,27,9.2,ok
TIC 47584277,278.6281,51.7821,4.4,0,,,,,18,9.3,ok
TIC 289622310,254.0109,65.1351,4.41,0,,,,,41,9.4,ok
TIC 358796467,283.5551,27.909,4.42,0,,,,,7,6.7,ok
TIC 424391070,281.445,74.0861,4.43,0,,,,,39,9.4,ok
TIC 7385410,268.1612,-6.1436,4.43,0,,,,,1,1.4,ok
TIC 338518527,272.668,3.3242,4.45,0,,,,,1,1.4,ok
TIC 47578939,278.4861,52.3535,4.46,0,,,,,18,9.8,ok
TIC 317611868,274.7894,7.2598,4.46,0,,,,,1,1.3,ok
TIC 199661915,251.3242,56.7822,4.46,0,,,,,27,9.3,ok
TIC 289321783,278.0836,36.9988,4.47,0,,,,,6,6.0,ok
TIC 227271980,284.0553,4.2038,4.47,0,,,,,1,1.3,ok
TIC 114641754,291.3404,-13.8967,4.47,0,,,,,3,2.8,ok
TIC 237300602,302.2227,77.7116,4.48,0,,,,,26,9.6,ok
TIC 272679177,234.4121,69.2837,4.49,0,,,,,27,9.5,ok
TIC 22231411,270.1515,33.2135,4.51,0,,,,,5,5.0,ok
TIC 151098368,282.4207,-5.9129,4.51,0,,,,,1,1.4,ok
TIC 198236604,248.7522,60.4682,4.51,0,,,,,41,9.1,ok
TIC 75938449,272.0085,36.4,4.52,0,,,,,7,6.8,ok
TIC 353529431,288.8889,18.5164,4.53,0,,,,,5,5.0,ok
TIC 101831828,260.9202,37.1459,4.53,0,,,,,5,4.9,ok
TIC 116099248,266.9864,36.5551,4.53,0,,,,,7,6.8,ok
TIC 296081075,272.1895,20.8145,4.55,0,,,,,4,3.9,ok
TIC 258663428,278.1924,23.6169,4.55,0,,,,,4,4.1,ok
TIC 441813918,267.3637,76.9646,4.55,0,,,,,40,9.4,ok
TIC 415299988,276.9597,3.7485,4.55,0,,,,,1,1.3,ok
TIC 460008161,265.7555,29.6528,4.56,0,,,,,6,5.3,ok
TIC 22516402,271.7558,30.5625,4.56,0,,,,,5,5.0,ok
TIC 121605728,288.4395,39.146,4.56,0,,,,,6,6.0,ok
TIC 233121747,273.4799,64.3975,4.56,0,,,,,36,9.5,ok
TIC 133556474,277.4209,-1.9855,4.56,0,,,,,1,1.5,ok
TIC 230087102,247.0877,67.044,4.56,0,,,,,42,9.2,ok
TIC 275267559,268.9617,22.4642,4.56,0,,,,,4,4.0,ok
TIC 229979857,290.1673,65.7148,4.57,0,,,,,41,9.1,ok
TIC 348064383,281.6725,18.7057,4.58,0,,,,,5,4.7,ok
TIC 311218292,284.5614,17.3608,4.58,0,,,,,4,4.0,ok
TIC 196570364,286.737,7.1518,4.59,0,,,,,2,2.1,ok
TIC 350987178,283.7174,41.6027,4.59,0,,,,,9,8.6,ok
TIC 432437939,277.2994,-14.5659,4.59,0,,,,,3,3.1,ok
TIC 308234803,267.5956,29.3225,4.6,0,,,,,5,4.5,ok
TIC 162368977,280.5747,-7.3373,4.6,0,,,,,1,1.4,ok
TIC 219777482,263.7519,61.8713,4.6,0,,,,,40,9.7,ok
TIC 229686919,263.0686,55.1733,4.61,0,,,,,42,9.2,ok
TIC 160600809,244.374,75.757,4.61,0,,114.5,rejete,variabilite_continue;eclipse_secondaire,35,18.6,ok
TIC 24599361,271.8436,6.5427,4.61,0,,,,,1,1.3,ok
TIC 258829052,287.5098,66.103,4.62,0,,,,,41,9.0,ok
TIC 281767688,286.4463,29.9216,4.62,0,,,,,7,6.5,ok
TIC 35080742,284.1308,-10.5253,4.64,0,,,,,2,2.2,ok
TIC 158367057,274.5323,23.2968,4.65,0,,,,,4,4.0,ok
TIC 102107669,283.8645,6.6147,4.65,0,,,,,1,1.4,ok
TIC 233006012,247.4915,72.2804,4.65,0,,,,,39,9.6,ok
TIC 229613892,277.4374,77.5471,4.65,0,,,,,37,9.2,ok
TIC 158309693,274.4786,17.9815,4.66,0,,,,,4,4.0,ok
TIC 229686929,263.0458,55.1846,4.66,0,,,,,42,9.2,ok
TIC 50334318,290.2013,-4.5025,4.67,0,,,,,2,2.1,ok
TIC 400649226,288.8337,15.0836,4.68,0,,,,,4,3.9,ok
TIC 376975340,284.1873,57.8144,4.69,0,,,,,39,9.2,ok
TIC 415216215,276.8021,0.1961,4.7,0,,,,,1,1.3,ok
TIC 25752462,276.4116,8.032,4.72,0,,,,,1,1.3,ok
TIC 259232022,292.7509,70.9896,4.73,0,,,,,42,9.0,ok
TIC 198238974,249.2292,63.0722,4.73,0,,,,,41,9.4,ok
TIC 332545491,270.3998,33.3114,4.73,0,,,,,5,4.8,ok
TIC 22415754,271.4569,32.2305,4.74,0,,,,,5,4.9,ok
TIC 230282635,276.0,43.9077,4.74,0,,,,,10,9.6,ok
TIC 193679746,267.1967,45.6997,4.74,0,,,,,9,9.0,ok
TIC 223075706,285.5899,8.3736,4.75,0,,,,,2,2.4,ok
TIC 20601206,284.2582,32.9004,4.75,0,,,,,8,7.6,ok
TIC 88893483,263.2796,41.243,4.76,0,,,,,7,7.1,ok
TIC 349108556,284.0252,18.1043,4.76,0,,,,,4,4.0,ok
TIC 340641623,284.774,13.6214,4.76,0,,,,,2,2.3,ok
TIC 424429430,270.3768,21.596,4.78,0,,,,,4,4.1,ok
TIC 130321588,280.9646,10.9011,4.78,0,,,,,1,1.4,ok
TIC 75962707,272.4959,36.4663,4.78,0,,,,,5,5.1,ok
TIC 390505441,287.1571,24.1793,4.78,0,,,,,5,5.5,ok
TIC 377100366,285.1809,55.6583,4.78,0,,,,,30,9.4,ok
TIC 204010915,270.7706,-8.1806,4.79,0,,,,,1,1.6,ok
TIC 48194330,282.8953,52.9768,4.79,0,,,,,23,9.4,ok
TIC 227271997,284.0613,4.2023,4.79,0,,,,,1,1.4,ok
TIC 185627406,280.9058,-1.559,4.8,0,,,,,1,1.3,ok
TIC 329509229,273.3195,21.8807,4.8,0,,,,,3,3.1,ok
TIC 166409655,273.7322,15.5523,4.8,0,,,,,3,3.3,ok
TIC 398120047,271.3667,2.4917,4.8,0,,,,,1,1.3,ok
TIC 233623612,284.1069,65.2579,4.81,0,,,,,40,9.1,ok
TIC 172658479,282.0111,4.2415,4.82,0,,,,,1,1.3,ok
TIC 235682463,287.2927,76.5597,4.82,0,,,,,39,9.1,ok
TIC 353793290,289.0543,21.3904,4.82,0,,,,,4,3.8,ok
TIC 47060479,266.9265,-3.644,4.82,0,,,,,1,1.3,ok
TIC 39429875,262.7307,31.1582,4.83,0,,,,,6,5.5,ok
TIC 229438448,293.292,60.1587,4.84,0,,,,,38,9.1,ok
TIC 116262415,268.0196,39.9824,4.84,0,,,,,7,6.9,ok
TIC 164998949,285.3601,46.9342,4.85,0,,,,,12,9.4,ok
TIC 336124912,281.0214,38.5332,4.85,0,,,,,8,8.2,ok
TIC 420264584,306.0146,75.2539,4.85,0,,,,,24,9.7,ok
TIC 84977760,274.9669,29.6664,4.86,0,,,,,?,0.4,erreur
TIC 274510697,254.0265,50.0388,4.86,0,,,,,10,8.9,ok
TIC 42551532,286.8575,32.5019,4.86,0,,,,,8,7.4,ok
TIC 50911557,290.5901,-0.2525,4.86,0,,,,,3,3.0,ok
TIC 164494106,281.1702,-6.5362,4.87,0,,,,,1,1.4,ok
TIC 364025794,267.1034,20.5655,4.87,0,,,,,5,4.6,ok
TIC 193576524,265.7727,44.0846,4.87,0,,,,,7,6.9,ok
TIC 324732890,268.0003,4.4873,4.87,0,,,,,1,1.4,ok
TIC 30330192,289.1812,31.1394,4.87,0,,,,,7,6.5,ok
TIC 180240197,287.2496,6.0727,4.87,0,,,,,2,1.9,ok
TIC 101767697,260.4318,39.9742,4.88,0,,,,,5,5.0,ok
TIC 349600641,282.6298,-13.5723,4.88,0,,,,,2,2.2,ok
TIC 97536264,283.3746,9.6585,4.88,0,,,,,2,2.6,ok
TIC 427778485,281.9371,-12.3298,4.88,0,,,,,2,2.3,ok
TIC 41652774,271.5643,-4.7515,4.89,0,,,,,1,1.6,ok
TIC 307985697,257.1021,64.3191,4.89,0,,,,,38,9.1,ok
TIC 178306447,286.2727,1.6086,4.89,0,,,,,2,2.0,ok
TIC 177198220,276.9022,-12.4664,4.9,0,,,,,3,3.0,ok
TIC 332627773,271.9958,42.2238,4.9,0,,,,,9,8.7,ok
TIC 121463989,288.0725,41.2376,4.91,0,,,,,10,10.0,ok
TIC 336123628,281.0849,39.6706,4.92,0,,,,,9,8.8,ok
TIC 423196055,275.2543,28.8703,4.92,0,,,,,5,4.9,ok
TIC 359670364,270.5927,-12.3184,4.93,0,,,,,3,3.1,ok
TIC 404619905,270.0658,4.3686,4.93,0,,,,,1,1.3,ok
TIC 288391863,267.5423,78.3066,4.95,0,,,,,37,9.2,ok
TIC 114443734,291.2838,-13.4392,4.95,0,,,,,3,2.8,ok
TIC 8275016,278.8767,23.6057,4.96,0,,,,,4,4.1,ok
TIC 315106418,285.7193,19.661,4.96,0,,,,,5,4.9,ok
TIC 356111584,262.6817,57.8767,4.96,0,,,,,41,9.1,ok
TIC 62679649,269.0309,-1.41,4.97,0,,,,,1,1.5,ok
TIC 471012043,290.8921,69.0145,4.97,0,,,,,29,9.2,ok
TIC 230087513,246.9954,68.7684,4.98,0,,,,,40,9.2,ok
TIC 98897307,290.7686,-7.4008,4.99,0,,,,,2,2.5,ok
TIC 264126169,271.2515,16.9266,4.99,0,,,,,4,3.8,ok
TIC 19133142,273.4676,2.3934,4.99,0,,,,,1,1.4,ok
TIC 326644743,286.8599,-1.1259,4.99,0,,,,,2,2.0,ok
TIC 371026327,279.116,9.1216,5.0,0,,,,,1,1.9,ok
TIC 157895643,280.819,39.3,5.01,0,,,,,9,8.7,ok
TIC 1615151,273.653,-2.6027,5.01,0,,,,,1,1.4,ok
TIC 274975269,257.9161,45.3244,5.01,0,,,,,9,8.2,ok
TIC 356227278,267.2673,50.7824,5.01,0,,,,,13,9.0,ok
TIC 182189596,288.4768,2.6252,5.02,0,,,,,2,2.0,ok
TIC 317370174,280.5201,28.9584,5.02,0,,,,,7,6.8,ok
TIC 320474096,264.2505,57.7403,5.03,0,,,,,41,9.7,ok
TIC 389917323,275.977,58.8012,5.03,0,,,,,40,9.2,ok
TIC 164463140,283.3691,42.9026,5.03,0,,,,,9,8.8,ok
TIC 399916610,287.1063,52.4254,5.03,0,,,,,16,9.4,ok
TIC 366560229,303.7356,72.6056,5.03,0,,,,,29,9.2,ok
TIC 236767893,273.8215,68.7554,5.04,0,,,,,36,9.1,ok
TIC 460099704,266.9424,28.7574,5.04,0,,,,,5,4.5,ok
TIC 163408486,280.8819,-11.337,5.04,0,,,,,2,2.3,ok
TIC 145429390,281.6805,-10.1251,5.04,0,,,,,1,1.4,ok
TIC 53922075,283.107,-3.7257,5.04,0,,,,,1,3.0,ok
TIC 362065005,258.6239,45.1869,5.04,0,,,,,9,8.6,ok
TIC 433127567,278.3459,-14.1076,5.05,0,,,,,2,2.3,ok
TIC 157767908,279.998,40.3314,5.06,0,,,,,8,8.4,ok
TIC 170943910,281.2081,2.0599,5.06,0,,,,,1,1.3,ok
TIC 361941702,266.6036,1.0443,5.06,0,,,,,1,1.4,ok
TIC 365384443,272.4309,-13.9345,5.06,0,,,,,3,3.5,ok
TIC 224598071,254.839,56.6888,5.06,0,,,,,36,9.3,ok
TIC 371127111,279.1626,6.6708,5.07,0,,,,,1,1.4,ok
TIC 157224759,267.6816,11.9463,5.08,0,,,,,2,2.1,ok
TIC 288756650,276.0572,39.5072,5.08,0,,,,,8,7.8,ok
TIC 3396651,290.0117,-6.6281,5.08,0,,,,,2,2.1,ok
TIC 285139576,268.855,26.05,5.08,0,,,,,6,5.6,ok
TIC 82549571,282.6021,24.1068,5.09,0,,,,,5,4.9,ok
TIC 135442785,271.3757,21.6466,5.09,0,,,,,4,4.1,ok
TIC 356820178,268.7967,72.0051,5.1,0,,,,,?,973.9,timeout
TIC 22479118,271.7977,34.8252,5.1,0,,,,,5,5.2,ok
TIC 446238269,266.9696,6.402,5.1,0,,,,,1,1.4,ok
TIC 233499404,250.1773,72.6717,5.11,0,,,,,39,9.0,ok
TIC 131057709,289.4542,11.5955,5.11,0,,,,,3,3.1,ok
TIC 235685913,288.0941,73.8925,5.11,0,,,,,43,8.6,ok
TIC 335916346,265.3404,51.8181,5.12,0,,,,,18,8.4,ok
TIC 392569763,280.6581,55.5396,5.12,0,,,,,38,8.4,ok
TIC 336123695,281.095,39.6131,5.12,0,,,,,9,8.7,ok
TIC 92265871,281.7317,9.4192,5.12,0,,,,,1,1.7,ok
TIC 101674348,259.5968,38.8119,5.13,0,,,,,6,6.0,ok
TIC 350693600,268.0878,6.7672,5.13,0,,,,,1,1.3,ok
TIC 197222221,286.7442,11.071,5.13,0,,,,,2,2.3,ok
TIC 333784916,307.8769,74.9545,5.13,0,,,,,21,9.0,ok
TIC 170482878,281.1582,1.8745,5.13,0,,,,,1,1.4,ok
TIC 157951225,280.9006,36.557,5.14,0,,,,,6,5.8,ok
TIC 233008631,247.8668,72.6127,5.14,0,,,,,40,9.0,ok
TIC 151635820,282.7438,-9.7741,5.14,0,,,,,1,1.5,ok
TIC 230021105,291.6109,62.5574,5.15,0,,,,,40,8.3,ok
TIC 288751853,275.9887,38.7393,5.15,0,,,,,7,6.9,ok
TIC 460022840,265.839,24.3283,5.15,0,,,,,5,4.4,ok
TIC 209135578,288.5761,11.7127,5.15,0,,,,,?,141.3,timeout
TIC 356823982,274.9191,67.4352,5.15,0,,,,,36,9.5,ok
TIC 17868443,271.8374,2.4819,5.15,0,,,,,1,1.3,ok
TIC 274676814,256.2076,48.8034,5.16,0,,,,,6,5.8,ok
TIC 355429892,285.7912,12.2522,5.16,0,,,,,2,2.4,ok
TIC 156977238,275.7621,16.6879,5.16,0,,,,,4,4.1,ok
TIC 54152992,283.1228,-5.3385,5.17,0,,,,,1,1.4,ok
TIC 236813492,283.4432,57.4865,5.17,0,,,,,42,9.0,ok
TIC 199304310,287.0047,6.3075,5.17,0,,,,,2,2.0,ok
TIC 198355687,256.3332,54.4705,5.18,0,,,,,24,8.9,ok
TIC 43790244,265.4943,15.9531,5.18,0,,,,,5,4.3,ok
TIC 20352516,283.7188,33.9686,5.18,0,,,,,8,8.0,ok
TIC 7566222,268.2651,-10.8998,5.19,0,,,,,2,2.2,ok
TIC 124291588,288.1697,-7.9396,5.19,0,,,,,2,2.2,ok
TIC 286770169,271.8363,15.2347,5.19,0,,,,,4,4.6,ok
TIC 2382387,274.2214,-3.0093,5.19,0,,,,,1,1.4,ok
TIC 288468229,270.0401,80.0049,5.19,0,,,,,27,9.5,ok
TIC 229752137,280.7932,70.7928,5.2,0,,,,,38,10.6,ok
TIC 28119560,279.6657,30.4519,5.2,0,,,,,6,5.8,ok
TIC 316675336,264.0338,28.1853,5.2,0,,,,,6,5.3,ok
TIC 182186717,288.428,2.2937,5.2,0,,,,,2,2.1,ok
TIC 358152485,282.8996,28.7837,5.21,0,,,,,7,6.5,ok
TIC 278629624,286.2192,19.1444,5.21,0,,,,,3,3.2,ok
TIC 20995501,285.2301,33.8022,5.21,0,,,,,8,8.0,ok
TIC 116046753,266.7217,36.0873,5.21,0,,,,,7,6.5,ok
TIC 416174236,273.2169,22.8248,5.22,0,,,,,3,3.1,ok
TIC 338412799,272.4752,3.1185,5.22,0,,,,,1,1.8,ok
TIC 325041343,268.6181,3.732,5.22,0,,,,,1,1.3,ok
TIC 10140847,269.845,-6.1108,5.22,0,,,,,1,2.1,ok
TIC 164552029,283.6215,42.5286,5.22,0,,,,,9,9.5,ok
TIC 353164472,288.7612,20.2031,5.23,0,,,,,4,4.1,ok
TIC 451749580,286.2997,27.1238,5.23,0,,,,,7,6.4,ok
TIC 159943982,269.6764,36.2875,5.24,0,,,,,6,5.9,ok
TIC 50601338,278.6454,15.2293,5.24,0,,,,,4,4.7,ok
TIC 20283175,276.1764,-7.0761,5.24,0,,,,,1,1.4,ok
TIC 23388614,275.1262,31.7559,5.24,0,,,,,5,5.3,ok
TIC 289241104,277.644,36.2492,5.24,0,,,,,7,6.6,ok
TIC 289570571,251.815,63.532,5.25,0,,,,,41,9.2,ok
TIC 1715683215,281.0958,39.6132,5.25,0,,,,,9,9.2,ok
TIC 162288548,280.6504,-7.0737,5.25,0,,,,,1,1.4,ok
TIC 233539590,281.0761,61.0483,5.25,0,,,,,40,9.1,ok
TIC 324293180,267.3913,0.9062,5.25,0,,,,,1,1.3,ok
TIC 198187937,245.9461,61.6967,5.25,0,,,,,41,9.1,ok
TIC 281950041,286.6578,28.6292,5.26,0,,,,,7,6.7,ok
TIC 230076586,244.5402,68.5549,5.26,0,,,,,41,8.9,ok
TIC 306310948,285.2896,-4.4389,5.26,0,,,,,1,1.4,ok
TIC 164319943,264.8057,46.155,5.26,0,,,,,9,8.0,ok
TIC 160583993,243.1326,75.2109,5.26,0,,,,,35,9.3,ok
TIC 1271046655,256.3331,54.4713,5.26,0,,,,,24,9.2,ok
TIC 316776732,276.9493,31.1981,5.28,0,,,,,6,5.7,ok
TIC 5494171,270.1309,17.1032,5.28,0,,,,,3,3.1,ok
TIC 116780213,275.2595,-15.2307,5.28,0,,,,,3,3.0,ok
TIC 1800337544,282.6899,10.9764,5.29,0,,,,,1,1.4,ok
TIC 405717854,286.2909,49.9232,5.29,0,,,,,13,9.5,ok
TIC 459978312,255.5653,64.601,5.29,0,,,,,41,9.2,ok
TIC 441804565,265.4929,72.155,5.29,0,,,,,39,9.2,ok
TIC 233201616,265.3472,67.1521,5.3,0,,,,,33,9.2,ok
TIC 227387773,284.1068,2.4711,5.3,0,,,,,1,1.6,ok
TIC 233529444,280.2352,62.7498,5.3,0,,,,,37,8.9,ok
TIC 88995742,263.9266,37.3016,5.3,0,,,,,6,5.7,ok
TIC 120967488,286.8255,36.1001,5.3,0,,,,,7,7.6,ok
TIC 424786875,270.7516,15.0024,5.31,0,,,,,2,2.4,ok
