nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 7470978,213.1917,-27.2614,4.0,0,,,,,4,5.6,ok
TIC 165898206,204.92,-39.7477,4.0,0,,,,,5,5.6,ok
TIC 467274664,168.15,-60.3176,4.02,0,,,,,7,18.3,ok
TIC 453776506,199.1325,-44.7043,4.02,0,,,,,5,14.5,ok
TIC 452590903,142.9008,-73.0809,4.03,0,,,,,10,23.8,ok
TIC 449722805,201.0025,-64.5358,4.03,0,,,,,3,17.8,ok
TIC 359143948,181.5457,-73.5567,4.04,0,,,,,7,13.2,ok
TIC 334217681,182.9127,-52.3686,4.04,0,,,,,7,8.5,ok
TIC 329698341,212.4771,-53.4395,4.05,0,,,,,6,7.0,ok
TIC 140692280,73.7974,-74.9365,4.05,0,,,,,42,10.3,ok
TIC 380480505,206.7953,-62.5897,4.05,0,,,,,6,7.2,ok
TIC 155455,223.5838,-24.6423,4.1,0,,,,,4,4.7,ok
TIC 40716679,78.4397,-67.1851,4.1,0,,,,,37,10.1,ok
TIC 359278618,140.2366,-62.4046,4.11,0,,,,,10,11.9,ok
TIC 141280255,82.9738,-76.3396,4.11,0,,,,,42,10.0,ok
TIC 177179102,104.9602,-67.9151,4.13,0,,,,,43,10.5,ok
TIC 330303598,213.3183,-53.6657,4.13,0,,,,,6,6.8,ok
TIC 321170258,175.2234,-62.0901,4.13,0,,,,,7,8.0,ok
TIC 272159436,187.4759,-56.5249,4.14,0,,,,,8,9.0,ok
TIC 443471801,199.5738,-61.3281,4.15,0,,,,,7,8.1,ok
TIC 241567624,206.9094,-50.3207,4.16,0,,,,,6,6.8,ok
TIC 359215691,181.956,-75.3669,4.17,0,,,,,6,7.7,ok
TIC 454818257,176.8101,-76.618,4.18,0,,,,,6,7.8,ok
TIC 167088607,95.6599,-69.9839,4.18,0,,,,,40,10.0,ok
TIC 342898231,205.3061,-71.868,4.19,0,,,,,8,8.9,ok
TIC 394758452,218.7045,-60.9642,4.19,0,,,,,8,9.1,ok
TIC 360263464,188.1158,-72.1331,4.19,0,,,,,8,8.7,ok
TIC 289425857,219.4716,-49.4259,4.19,0,,,,,4,4.8,ok
TIC 72933537,210.5947,-27.4298,4.2,0,,,,,3,3.7,ok
TIC 316496087,171.7486,-61.3693,4.2,0,,,,,6,7.1,ok
TIC 21165132,187.0096,-50.2307,4.2,0,,,,,6,6.7,ok
TIC 337369561,197.1159,-67.7967,4.21,0,,,,,6,7.7,ok
TIC 381949122,76.3775,-57.4721,4.22,0,,,,,45,10.0,ok
TIC 358466601,119.0776,-60.5264,4.25,0,,,,,22,10.4,ok
TIC 128214766,219.0791,-46.2453,4.25,0,,,,,3,4.1,ok
TIC 323350946,131.4789,-79.504,4.25,0,,,,,10,12.3,ok
TIC 149542947,86.1929,-65.7355,4.26,0,,,,,33,10.1,ok
TIC 88967383,230.5364,-32.1897,4.26,0,,,,,3,3.9,ok
TIC 465507504,163.6234,-61.8266,4.26,0,,,,,7,8.8,ok
TIC 329090488,191.3571,-71.7114,4.26,0,,,,,7,7.9,ok
TIC 335452175,226.2797,-47.0513,4.27,0,,,,,4,4.8,ok
TIC 302720622,135.2857,-68.6838,4.27,0,,,,,10,11.3,ok
TIC 453796356,159.8159,-74.4934,4.27,0,,,,,8,9.1,ok
TIC 309401053,124.5787,-65.6131,4.28,0,,,,,22,11.1,ok
TIC 443405175,199.3543,-61.5839,4.28,0,,,,,6,7.6,ok
TIC 451860101,172.9419,-59.442,4.28,0,,,,,6,7.2,ok
TIC 260605873,97.3684,-56.8526,4.29,0,,,,,44,10.2,ok
TIC 453588998,155.1143,-72.1301,4.29,0,,,,,7,7.9,ok
TIC 460340926,157.2663,-65.1761,4.29,0,,,,,7,8.2,ok
TIC 242082921,201.5337,-39.7553,4.3,0,,,,,5,5.4,ok
TIC 121792588,226.3301,-41.0672,4.33,0,,,,,5,5.6,ok
TIC 308844962,122.251,-61.304,4.33,0,,,,,19,10.6,ok
TIC 394604322,201.2772,-74.8885,4.34,0,,,,,8,9.0,ok
TIC 288971260,224.2578,-51.4473,4.34,0,,,,,3,3.8,ok
TIC 411618966,185.4892,-56.3743,4.35,0,,,,,7,7.9,ok
TIC 258906153,197.8459,-43.3686,4.36,0,,,,,5,6.3,ok
TIC 382198789,81.5803,-58.9123,4.36,0,,,,,43,9.9,ok
TIC 319506938,174.2497,-61.2834,4.36,0,,,,,7,8.6,ok
TIC 334569267,193.7924,-68.9067,4.37,0,,,,,6,6.8,ok
TIC 468135835,170.026,-65.252,4.37,0,,,,,8,8.9,ok
TIC 261863003,193.6482,-57.178,4.37,0,,,,,7,8.1,ok
TIC 309537028,184.6091,-64.0031,4.37,0,,,,,8,9.0,ok
TIC 99433,221.9369,-26.0875,4.38,0,,,,,4,4.5,ok
TIC 466325776,165.7756,-60.9107,4.38,0,,,,,8,9.9,ok
TIC 359762838,209.5677,-42.1008,4.38,0,,,,,4,4.7,ok
TIC 363633048,147.7315,-62.745,4.4,0,,,,,6,6.7,ok
TIC 110376,222.328,-24.2515,4.42,0,,,,,3,3.6,ok
TIC 90144286,204.4001,-56.4764,4.42,0,,,,,7,8.1,ok
TIC 160630615,227.2109,-45.28,4.42,0,,,,,4,4.6,ok
TIC 418356777,200.4886,-78.1786,4.43,0,,,,,8,8.8,ok
TIC 380695266,182.103,-60.8471,4.43,0,,,,,7,7.9,ok
TIC 127435139,217.3836,-43.7805,4.43,0,,,,,4,4.8,ok
TIC 38680734,65.4732,-63.3855,4.43,0,,,,,45,10.4,ok
TIC 413632344,215.0813,-56.3865,4.43,0,,,,,7,8.0,ok
TIC 242089966,201.7338,-41.4976,4.44,0,,,,,4,4.6,ok
TIC 255854921,198.5605,-59.104,4.44,0,,,,,6,6.9,ok
TIC 30762159,75.6791,-71.3143,4.46,0,,,,,42,10.4,ok
