nom,RA,Dec,Tmag,n_candidats,periodes,snr_max,verdict_auto,raisons_auto,n_secteurs,secondes,status
TIC 366633108,332.4525,72.3412,4.0,0,,,,,14,9.7,ok
TIC 243279536,288.4796,57.7046,4.01,0,,,,,36,8.7,ok
TIC 392479154,55.678,59.9694,4.05,0,,,,,3,3.1,ok
TIC 252321421,74.2898,59.1202,4.05,0,,,,,4,3.9,ok
TIC 259272661,293.8508,69.8056,4.06,0,,,,,41,9.8,ok
TIC 85287514,52.5809,71.8639,4.08,0,,,,,8,7.7,ok
TIC 321742325,84.1467,54.4286,4.09,0,,,,,3,3.3,ok
TIC 308912591,87.8574,32.1247,4.09,0,,,,,6,6.2,ok
TIC 286031430,69.9778,53.0794,4.12,0,,50.5,rejete,variabilite_continue;eclipse_secondaire,4,8.1,ok
TIC 390806332,44.1027,64.3324,4.12,0,,,,,5,5.3,ok
TIC 441804568,265.4848,72.1471,4.12,0,,,,,39,12.3,ok
TIC 219878176,260.8145,71.87,4.12,0,,,,,40,10.6,ok
TIC 409104974,79.7897,40.0948,4.13,0,,,,,4,4.4,ok
TIC 239676617,65.1025,34.5667,4.13,0,,,,,3,3.1,ok
TIC 48307527,283.3064,50.7081,4.13,0,,,,,11,9.2,ok
TIC 281601266,72.8056,68.1688,4.13,0,,,,,4,3.9,ok
TIC 199666719,252.0692,57.8137,4.15,0,,,,,41,10.2,ok
TIC 367073010,339.3051,75.3719,4.16,0,,,,,9,9.8,ok
TIC 219895046,262.9909,68.1359,4.19,0,,,,,36,10.4,ok
TIC 339537188,93.2129,65.7182,4.2,0,,,,,5,4.8,ok
TIC 440352588,89.2781,45.5094,4.21,0,,,,,3,3.3,ok
TIC 399788684,278.1438,57.0455,4.21,0,,,,,40,10.9,ok
TIC 243337598,290.0671,57.6452,4.21,0,,,,,30,10.6,ok
TIC 199634926,250.7329,54.9036,4.22,0,,,,,20,10.3,ok
TIC 471011933,236.0153,77.7945,4.27,0,,,,,22,9.4,ok
TIC 266882992,61.6459,50.351,4.27,0,,,,,3,3.2,ok
TIC 311996235,88.1672,33.9175,4.28,0,,,,,7,6.3,ok
TIC 467335635,325.7659,72.3198,4.29,0,,,,,15,9.1,ok
TIC 284359863,287.9194,56.8595,4.29,0,,,,,34,9.0,ok
TIC 366558961,332.0683,72.7684,4.29,0,,,,,14,9.3,ok
TIC 392430762,55.4508,62.6484,4.33,0,,,,,2,2.3,ok
TIC 233195546,264.2379,68.76,4.34,0,,,,,39,9.9,ok
TIC 230080609,245.4526,69.1093,4.34,0,,,,,41,10.2,ok
TIC 84772237,64.4331,62.3466,4.36,0,,,,,4,5.2,ok
TIC 383553764,263.0552,86.5868,4.36,0,,,,,12,10.8,ok
TIC 160222436,259.2259,89.0377,4.37,0,,,,,12,13.7,ok
TIC 199612990,249.5019,56.016,4.37,0,,,,,21,14.4,ok
TIC 102612255,61.5134,68.68,4.37,0,,,,,6,8.2,ok
TIC 406533529,311.8883,80.552,4.37,0,,,,,17,11.2,ok
TIC 269664165,301.2222,68.0271,4.38,0,,,,,39,10.8,ok
TIC 288268410,259.9053,80.1364,4.38,0,,,,,29,11.1,ok
TIC 115055479,83.182,32.192,4.38,0,,,,,9,9.9,ok
TIC 49854241,39.401,65.7453,4.38,0,,,,,8,8.2,ok
TIC 396203108,39.5079,72.8184,4.39,0,,,,,10,9.7,ok
TIC 445777576,92.4961,58.9358,4.39,0,,,,,5,7.4,ok
TIC 237282609,299.9019,76.481,4.4,0,,,,,27,9.8,ok
TIC 9138987,67.6736,57.4118,4.4,0,,,,,4,6.2,ok
TIC 47584277,278.6282,51.7821,4.4,0,,,,,18,10.4,ok
TIC 289622310,254.0107,65.1351,4.41,0,,,,,41,9.6,ok
TIC 137265970,31.3811,76.1149,4.41,0,,,,,10,9.6,ok
TIC 66300650,72.2747,61.5073,4.41,0,,,,,4,5.9,ok
TIC 396160206,38.6299,76.7178,4.42,0,,,,,8,8.7,ok
TIC 467784668,62.7459,33.5867,4.43,0,,,,,5,5.6,ok
